['flight'], ['flight', 'airport', 'aircraft']
['flight'], ['flight', 'flight_time', 'airport']
['flight'], ['flight', 'flight_time', 'city']
['airline'], ['airline', 'flight', 'city']
['flight'], ['flight', 'quantity', 'airline']
['capacity'], ['capacity', 'quantity', 'flight']
['flight'], ['flight', 'airline', 'aircraft']
['ground_service'], ['ground_service', 'airport', 'city']
['ground_service'], ['ground_service', 'ground_fare', 'airport']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['flight', 'flight_time', 'airport']
['flight'], ['flight', 'flight_no', 'flight_time']
['flight'], ['flight', 'airfare', 'flight_no']
['airfare'], ['flight', 'airfare', 'restriction']
['flight'], ['flight', 'airfare', 'restriction']
['airfare'], ['airfare', 'restriction', 'flight']
['flight'], ['flight', 'airport', 'airline']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['flight', 'flight_no', 'airline']
['flight'], ['flight', 'airline', 'airport']
['flight'], ['flight', 'airport', 'city']
['flight'], ['meal', 'flight', 'flight_time']
['flight'], ['flight', 'flight_time', 'meal']
['flight'], ['flight', 'meal', 'airline']
['flight'], ['flight', 'meal', 'airline']
['flight'], ['flight', 'meal', 'flight_time']
['flight'], ['flight', 'airline', 'meal']
['flight'], ['flight', 'meal', 'distance']
['flight'], ['flight', 'meal', 'capacity']
['flight'], ['flight', 'meal', 'flight_time']
['flight'], ['flight', 'airport', 'ground_service']
['flight'], ['flight', 'distance', 'airport']
['flight'], ['cheapest', 'flight', 'restriction']
['flight'], ['flight', 'city', 'flight_time']
['flight'], ['flight', 'flight_no', 'restriction']
['flight'], ['flight', 'ground_service', 'airport']
['flight'], ['flight_time', 'flight', 'distance']
['airfare'], ['restriction', 'airfare', 'cheapest']
['airfare'], ['restriction', 'airfare', 'cheapest']
['flight_no'], ['flight', 'flight_no', 'flight_time']
['flight_no'], ['flight_no', 'flight', 'airport']
['flight'], ['flight', 'airline', 'city']
['flight_no'], ['flight_no', 'airline', 'cheapest']
['flight_no'], ['flight_no', 'flight', 'city']
['flight_no'], ['flight_no', 'flight', 'airport']
['flight_no'], ['flight_no', 'flight_time', 'airline']
['airfare'], ['airfare', 'restriction', 'quantity']
['airfare'], ['airfare', 'restriction', 'flight']
['flight'], ['flight', 'flight_time', 'city']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['city', 'airport', 'flight']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['flight', 'airport', 'flight_no']
['flight'], ['flight', 'flight_time', 'city']
['flight'], ['city', 'airport', 'flight_time']
['airfare'], ['cheapest', 'flight_time', 'airfare']
['airfare'], ['cheapest', 'airfare', 'restriction']
['flight'], ['flight', 'flight_time', 'city']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['city', 'airport', 'city']
['flight'], ['flight', 'abbreviation', 'city']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['airport', 'city', 'flight']
['flight'], ['flight', 'city', 'flight_time']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['flight', 'distance', 'city']
['flight'], ['flight', 'distance', 'city']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['flight', 'city', 'cheapest']
['flight'], ['airport', 'city', 'flight_no']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'flight_time', 'restriction']
['flight'], ['flight', 'city', 'cheapest']
['flight'], ['flight', 'airport', 'airline']
['flight'], ['flight', 'airport', 'airline']
['city'], ['city', 'airport', 'flight']
['city'], ['city', 'flight', 'distance']
['city'], ['city', 'cheapest', 'airport']
['flight'], ['flight', 'flight_no', 'flight_time']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'flight_no', 'flight_time']
['flight'], ['flight', 'city', 'flight_time']
['abbreviation'], ['abbreviation', 'abbreviation', 'ground_fare']
['aircraft'], ['aircraft', 'abbreviation', 'restriction']
['airport'], ['airport', 'airline', 'city']
['flight'], ['flight', 'quantity', 'aircraft']
['flight'], ['flight', 'airfare', 'airline']
['flight'], ['flight', 'quantity', 'city']
['meal'], ['meal', 'airline', 'airport']
['meal'], ['meal', 'airline', 'flight']
['flight'], ['flight', 'airline', 'airport']
['flight'], ['flight', 'airline', 'airport']
['flight'], ['flight', 'airline', 'airport']
['flight'], ['flight', 'airline', 'airport']
['airfare'], ['airfare', 'flight', 'restriction']
['airfare'], ['airfare', 'cheapest', 'restriction']
['airfare'], ['airfare', 'restriction', 'cheapest']
['airfare'], ['cheapest', 'airfare', 'restriction']
['airfare'], ['airfare', 'quantity', 'capacity']
['flight'], ['flight', 'flight_no', 'flight_time']
['flight'], ['flight', 'flight_time', 'flight_no']
['flight'], ['flight', 'flight_time', 'restriction']
['flight'], ['flight', 'city', 'flight_time']
['flight'], ['flight', 'airport', 'airline']
['flight'], ['flight', 'flight_time', 'ground_service']
['capacity'], ['capacity', 'aircraft', 'distance']
['capacity'], ['capacity', 'abbreviation', 'distance']
['capacity'], ['capacity', 'aircraft', 'airport']
['capacity'], ['capacity', 'aircraft', 'quantity']
['capacity'], ['capacity', 'aircraft', 'abbreviation']
['capacity'], ['capacity', 'flight', 'quantity']
['airline'], ['airline', 'city', 'airport']
['airline'], ['flight', 'airline', 'city']
['airline'], ['airline', 'airport', 'flight']
['flight'], ['flight', 'flight_time', 'airfare']
['capacity'], ['capacity', 'distance', 'restriction']
['abbreviation'], ['abbreviation', 'restriction', 'aircraft']
['capacity'], ['capacity', 'aircraft', 'restriction']
['capacity'], ['capacity', 'quantity', 'flight']
['capacity'], ['capacity', 'quantity', 'aircraft']
['capacity'], ['capacity', 'quantity', 'aircraft']
['flight'], ['flight', 'flight_time', 'airport']
['flight'], ['flight', 'flight_time', 'restriction']
['flight'], ['flight', 'flight_time', 'airfare']
['capacity'], ['capacity', 'restriction', 'quantity']
['aircraft'], ['aircraft', 'quantity', 'capacity']
['aircraft'], ['aircraft', 'abbreviation', 'airline']
['capacity'], ['capacity', 'quantity', 'flight']
['capacity'], ['capacity', 'abbreviation', 'quantity']
['capacity'], ['capacity', 'aircraft', 'abbreviation']
['flight'], ['flight', 'flight_no', 'flight_time']
['flight'], ['flight', 'aircraft', 'flight_time']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['flight', 'flight_time', 'airport']
['ground_service'], ['ground_service', 'airport', 'flight']
['flight'], ['city', 'flight', 'flight_time']
['abbreviation'], ['city', 'airport', 'flight_no']
['ground_service'], ['ground_service', 'airport', 'ground_fare']
['ground_service'], ['ground_service', 'airport', 'distance']
['ground_service'], ['ground_service', 'airport', 'city']
['ground_service'], ['ground_service', 'airport', 'abbreviation']
['flight'], ['flight', 'flight_time', 'quantity']
['flight'], ['flight', 'airport', 'flight_time']
['ground_service'], ['ground_service', 'airport', 'city']
['flight'], ['flight', 'flight_time', 'distance']
['flight'], ['flight', 'airline', 'city']
['flight'], ['flight', 'airline', 'airport']
['flight'], ['airline', 'flight', 'airport']
['airline'], ['airline', 'airfare', 'flight']
['flight'], ['airline', 'flight', 'airport']
['flight'], ['airline', 'flight', 'airport']
['flight'], ['airline', 'flight', 'airport']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['flight', 'airport', 'flight_time']
['airfare'], ['cheapest', 'airfare', 'restriction']
['flight'], ['flight', 'flight_time', 'meal']
['flight'], ['flight', 'flight_time', 'flight_no']
['flight'], ['flight', 'flight_time', 'distance']
['flight'], ['flight', 'flight_time', 'airport']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'flight_time', 'flight_no']
['flight'], ['flight', 'city', 'airport']
['flight'], ['flight', 'city', 'flight_time']
['flight'], ['flight', 'flight_no', 'airline']
['aircraft'], ['aircraft', 'flight', 'flight_no']
['flight'], ['flight', 'flight_no', 'flight_time']
['flight'], ['flight', 'airport', 'restriction']
['flight'], ['flight', 'airport', 'cheapest']
['flight'], ['flight', 'airport', 'restriction']
['flight'], ['flight', 'airport', 'cheapest']
['ground_service'], ['ground_service', 'airport', 'distance']
['ground_service'], ['ground_service', 'airport', 'ground_fare']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'distance', 'airport']
['flight'], ['flight', 'ground_service', 'airline']
['flight'], ['flight', 'city', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'distance', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['airport', 'flight', 'city']
['flight'], ['flight', 'flight_no', 'flight_time']
['flight'], ['flight', 'flight_time', 'airport']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['flight', 'flight_time', 'airport']
['flight'], ['flight', 'flight_time', 'restriction']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['flight', 'airline', 'flight_time']
['flight'], ['flight', 'flight_no', 'airline']
['flight'], ['flight', 'flight_time', 'airport']
['flight'], ['flight', 'airport', 'distance']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airline', 'airport']
['flight'], ['flight', 'airport', 'capacity']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['flight', 'flight_time', 'airfare']
['flight'], ['flight', 'airline', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'city', 'airport']
['flight'], ['flight', 'flight_no', 'airport']
['flight'], ['flight', 'city', 'cheapest']
['flight'], ['flight', 'flight_no', 'airport']
['flight'], ['flight', 'airport', 'flight_time']
['flight'], ['flight', 'flight_no', 'quantity']
['flight'], ['airline', 'flight', 'flight_time']
['flight'], ['city', 'flight', 'airport']
['flight'], ['flight', 'city', 'aircraft']
['flight'], ['flight', 'airport', 'flight_no']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'distance']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'city', 'cheapest']
['flight'], ['flight', 'city', 'flight_time']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'flight_no', 'airline']
['flight'], ['flight', 'airfare', 'cheapest']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'meal']
['flight'], ['flight', 'airfare', 'city']
['flight'], ['flight', 'airline', 'airport']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['airline'], ['airline', 'city', 'airline']
['flight'], ['flight', 'airport', 'cheapest']
['flight'], ['flight', 'city', 'cheapest']
['flight'], ['flight', 'airfare', 'city']
['airport'], ['airport', 'city', 'flight']
['flight'], ['flight', 'airline', 'city']
['airport'], ['airport', 'city', 'flight']
['flight'], ['flight', 'airport', 'restriction']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airline', 'city']
['flight'], ['flight', 'airfare', 'city']
['flight'], ['flight', 'airport', 'city']
