['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['meal', 'flight', 'city']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'airline', 'meal']
['flight'], ['flight', 'airline', 'city']
['flight'], ['flight', 'flight_time', 'airline']
['flight'], ['flight', 'airline', 'meal']
['flight'], ['flight', 'flight_time', 'city']
['flight'], ['flight', 'flight_time', 'airline']
['flight'], ['flight', 'flight_time', 'flight_no']
['flight'], ['flight', 'airport', 'flight_no']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'restriction', 'cheapest']
['flight'], ['flight', 'flight_no', 'airport']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'flight_no', 'distance']
['airfare'], ['airfare', 'cheapest', 'airport']
['airfare'], ['airfare', 'cheapest', 'distance']
['flight_no'], ['flight_no', 'city', 'distance']
['flight_no'], ['flight_no', 'city', 'airport']
['flight'], ['flight', 'airline', 'city']
['flight_no'], ['airline', 'flight_no', 'city']
['flight_no'], ['flight_no', 'city', 'airport']
['flight_no'], ['airline', 'flight', 'flight_no']
['flight_no'], ['flight_no', 'airline', 'city']
['airfare'], ['airfare', 'airport', 'cheapest']
['airfare'], ['flight', 'flight_no', 'airport']
['flight'], ['airport', 'city', 'flight']
['flight'], ['airport', 'city', 'quantity']
['flight'], ['city', 'airport', 'airfare']
['flight'], ['city', 'airport', 'flight_time']
['flight'], ['distance', 'city', 'flight_no']
['flight'], ['city', 'ground_service', 'flight']
['flight'], ['airport', 'city', 'quantity']
['airfare'], ['airfare', 'cheapest', 'airport']
['airfare'], ['airfare', 'ground_fare', 'cheapest']
['flight'], ['flight', 'city', 'distance']
['flight'], ['city', 'flight', 'flight_time']
['flight'], ['city', 'airport', 'city']
['flight'], ['city', 'airport', 'flight_time']
['flight'], ['city', 'airport', 'flight_time']
['flight'], ['city', 'airport', 'flight']
['flight'], ['city', 'airport', 'flight_time']
['flight'], ['city', 'airport', 'flight_time']
['flight'], ['city', 'airport', 'flight_time']
['flight'], ['city', 'quantity', 'flight_time']
['flight'], ['city', 'airport', 'flight_time']
['flight'], ['city', 'airport', 'flight_time']
['flight'], ['airport', 'city', 'quantity']
['flight'], ['city', 'quantity', 'airport']
['flight'], ['flight', 'flight_no', 'city']
['flight'], ['flight', 'airport', 'flight_no']
['flight'], ['flight', 'flight_no', 'airport']
['flight'], ['flight', 'airline', 'airport']
['city'], ['city', 'flight', 'airline']
['city'], ['city', 'flight', 'airline']
['city'], ['city', 'flight', 'flight_time']
['flight'], ['flight', 'flight_no', 'airport']
['flight'], ['flight', 'city', 'aircraft']
['flight'], ['flight', 'flight_time', 'airline']
['flight'], ['flight', 'city', 'airport']
['abbreviation'], ['abbreviation', 'flight_no', 'city']
['aircraft'], ['aircraft', 'flight', 'airline']
['airport'], ['airport', 'airline', 'restriction']
['flight'], ['flight', 'flight_no', 'airline']
['flight'], ['flight', 'flight_no', 'airport']
['flight'], ['flight', 'airport', 'city']
['meal'], ['meal', 'airline', 'aircraft']
['meal'], ['meal', 'airline', 'aircraft']
['flight'], ['flight', 'airline', 'city']
['flight'], ['airline', 'city', 'airport']
['flight'], ['flight', 'airline', 'city']
['flight'], ['flight', 'airline', 'city']
['airfare'], ['airfare', 'flight', 'city']
['airfare'], ['airfare', 'ground_service', 'cheapest']
['airfare'], ['airfare', 'cheapest', 'city']
['airfare'], ['airfare', 'cheapest', 'airport']
['airfare'], ['airfare', 'quantity', 'cheapest']
['flight'], ['flight', 'flight_no', 'airport']
['flight'], ['flight', 'flight_no', 'airport']
['flight'], ['flight', 'distance', 'flight_no']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'flight_time']
['capacity'], ['aircraft', 'capacity', 'airline']
['capacity'], ['capacity', 'distance', 'airfare']
['capacity'], ['aircraft', 'capacity', 'distance']
['capacity'], ['aircraft', 'capacity', 'airline']
['capacity'], ['aircraft', 'capacity', 'ground_service']
['capacity'], ['capacity', 'aircraft', 'city']
['airline'], ['airline', 'airport', 'city']
['airline'], ['flight', 'airline', 'city']
['airline'], ['airline', 'flight', 'city']
['flight'], ['flight', 'airport', 'flight_no']
['capacity'], ['capacity', 'aircraft', 'airline']
['abbreviation'], ['abbreviation', 'aircraft', 'capacity']
['capacity'], ['aircraft', 'capacity', 'quantity']
['capacity'], ['capacity', 'aircraft', 'flight']
['capacity'], ['aircraft', 'city', 'capacity']
['capacity'], ['aircraft', 'airline', 'city']
['flight'], ['flight', 'airport', 'flight_no']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'distance', 'city']
['capacity'], ['capacity', 'airfare', 'aircraft']
['aircraft'], ['aircraft', 'capacity', 'airfare']
['aircraft'], ['aircraft', 'capacity', 'airline']
['capacity'], ['capacity', 'quantity', 'aircraft']
['capacity'], ['capacity', 'aircraft', 'quantity']
['capacity'], ['aircraft', 'capacity', 'flight']
['flight'], ['flight', 'airport', 'distance']
['flight'], ['flight', 'aircraft', 'airport']
['flight'], ['flight', 'airport', 'distance']
['flight'], ['flight', 'airport', 'flight_time']
['ground_service'], ['ground_service', 'airport', 'flight']
['flight'], ['flight', 'flight_time', 'flight_no']
['abbreviation'], ['airport', 'city', 'flight']
['ground_service'], ['ground_service', 'airport', 'city']
['ground_service'], ['ground_service', 'city', 'airport']
['ground_service'], ['airport', 'city', 'ground_service']
['ground_service'], ['ground_service', 'city', 'airport']
['flight'], ['flight', 'flight_time', 'airport']
['flight'], ['flight', 'flight_no', 'city']
['ground_service'], ['airport', 'ground_service', 'city']
['flight'], ['flight', 'flight_no', 'city']
['flight'], ['airline', 'flight', 'airport']
['flight'], ['airline', 'flight', 'flight_no']
['flight'], ['airline', 'flight', 'airport']
['airline'], ['airline', 'city', 'flight_time']
['flight'], ['flight', 'airline', 'airport']
['flight'], ['airline', 'flight', 'city']
['flight'], ['airline', 'flight', 'flight_no']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'distance']
['airfare'], ['airfare', 'airport', 'cheapest']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'flight_time', 'city']
['flight'], ['flight', 'flight_time', 'distance']
['flight'], ['flight', 'flight_time', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'distance', 'city']
['flight'], ['flight', 'flight_time', 'city']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'airline', 'flight_no']
['aircraft'], ['aircraft', 'flight', 'airline']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['ground_service'], ['ground_service', 'airport', 'city']
['ground_service'], ['airport', 'ground_service', 'flight']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'city', 'airport']
['flight'], ['flight', 'airport', 'flight_no']
['flight'], ['flight', 'flight_time', 'flight_no']
['flight'], ['flight', 'distance', 'city']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airline', 'city']
['flight'], ['flight', 'city', 'airport']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'airline', 'flight_no']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'flight_time', 'airport']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airline', 'city']
['flight'], ['flight', 'city', 'flight_time']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['airport', 'city', 'flight_no']
['flight'], ['flight', 'city', 'airport']
['flight'], ['flight', 'flight_no', 'airport']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'city', 'airline']
['flight'], ['city', 'airport', 'flight']
['flight'], ['flight', 'flight_time', 'city']
['flight'], ['airport', 'city', 'flight']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'city', 'distance']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'city', 'airport']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airline', 'flight_no']
['flight'], ['flight', 'airfare', 'cheapest']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'flight_no', 'meal']
['flight'], ['flight', 'city', 'airport']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'city', 'airport']
['airline'], ['airline', 'flight', 'airport']
['flight'], ['flight', 'flight_time', 'airport']
['flight'], ['flight', 'city', 'flight_no']
['flight'], ['flight', 'city', 'flight_no']
['airport'], ['airport', 'city', 'flight']
['flight'], ['flight', 'airline', 'city']
['airport'], ['airport', 'city', 'airfare']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'airport', 'city']
['flight'], ['flight', 'city', 'airline']
['flight'], ['flight', 'city', 'restriction']
['flight'], ['flight', 'city', 'flight_no']
